id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9241956,The New Downtown* 1 bdrm,23267314,Millie,Manhattan,Hell's Kitchen,40.75474,-73.99836,Entire home/apt,177.0,2,123,2019-06-28,2.81,2,261
32897709,Bedroom in Prime Bushwick,5365438,Elena,Brooklyn,Bushwick,40.70235,-73.92892,Private room,50.0,3,1,2019-06-05,0.88,1,0
36025515,Private Spacious Artist’s Bedroom In Manhattan,271029539,Dominique,Manhattan,Harlem,40.82165,-73.95423,Private room,48.0,1,1,2019-07-06,1.0,4,128
34953317,3Bed/2Bath-LowerEastSide With Elevator!,263301624,June,Manhattan,Lower East Side,40.71872,-73.98174,Entire home/apt,600.0,3,6,2019-07-02,4.5,1,343
11732848,Fort Greene Brooklyn mint rowhouse,292522,Jonathan,Brooklyn,Fort Greene,40.69014,-73.97347,Entire home/apt,495.0,5,10,2019-07-05,0.27,2,21
6516344,Beautiful Spacious 1 Bed in Hip Harlem Neighborhd,25865233,Leonarda,Manhattan,Harlem,40.81698,-73.95259,Entire home/apt,115.0,3,71,2019-04-07,1.43,1,4
27543086,Huge Studio in Brooklyn Luxury Building,5108882,Elena,Brooklyn,Fort Greene,40.68905,-73.97991,Entire home/apt,170.0,2,18,2019-06-16,1.64,1,0
19161510,Affordable and functional room,3788839,Lorenzo & Alex,Brooklyn,Bedford-Stuyvesant,40.68468,-73.92408,Private room,45.0,28,10,2019-05-27,0.46,4,310
9464605,Private Cozy BR near Union Square - FEMALE only,5776966,Lily,Manhattan,Gramercy,40.73683,-73.98191,Private room,61.0,3,21,2019-07-05,0.47,1,16
31419390,Private Room in Williamsburg . 2min walk to L,235344330,Yoko,Brooklyn,Williamsburg,40.71598,-73.9451,Private room,75.0,2,23,2019-07-04,4.86,1,113
13913803,Bedroom in Clinton Hill,4310378,Autumn,Brooklyn,Clinton Hill,40.69561,-73.96269,Private room,79.0,3,26,2019-05-30,0.75,3,362
23790556,A private bedroom in the Heart of the East Village,178520748,Linnea,Manhattan,East Village,40.73099,-73.98477,Private room,89.0,1,114,2019-06-28,7.97,1,38
19314011,"Most Amazing Location, Midtown 3 Bedroom",61391963,Corporate Housing,Manhattan,Midtown,40.75542,-73.96781,Entire home/apt,185.0,30,3,2019-06-02,0.16,91,147
613528,Full-Service Studio Apt in Brownstone/Townhouse,2518984,Historic Harlem,Manhattan,Harlem,40.81726,-73.94583,Entire home/apt,80.0,2,54,2019-07-01,0.74,2,193
29264544,Spacious room in downtown 1st Ave 14th St.,36693787,Ma,Manhattan,Stuyvesant Town,40.73341,-73.98,Entire home/apt,188.0,10,1,2019-05-26,0.68,1,21
7560654,Beautiful 1BR in upper Manhattan- close to subway!,22863142,Sarah And Mike,Manhattan,Washington Heights,40.83353,-73.94393,Private room,,4,45,2019-06-17,2.23,1,59
33908446,"Free Cleaning & WiFi, Quick Walk to Metro-Modern!",133555768,John & Jennifer,Brooklyn,Bedford-Stuyvesant,40.69116,-73.92658,Private room,35.0,30,1,2019-05-13,0.52,3,53
33061311,Decatur street Limestone an Urban Zen  experience,7289570,Shelley,Brooklyn,Bedford-Stuyvesant,40.68382,-73.9204,Entire home/apt,,3,15,2019-07-01,4.89,1,75
26327970,Island with City Benefits,1290628,Noemi,Bronx,City Island,40.84879,-73.78987,Entire home/apt,125.0,2,23,2019-07-07,1.89,1,155
32238821,Sonder | Stock Exchange | Unique 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70731,-74.01021,Entire home/apt,242.0,2,15,2019-06-16,3.75,327,261
5020842,Private BR in amazing neighborhood,17770322,Nicole,Brooklyn,Carroll Gardens,40.68138,-73.9926,Private room,125.0,1,8,2019-07-07,0.16,1,191
28660257,Gorgeous Bedroom in the heart of Bushwick Him-3R-3,216235179,Nina,Brooklyn,Bushwick,40.70161,-73.91922,Private room,50.0,30,1,2019-07-01,1.0,17,184
28359529,"Characteristic ""New Yorker"" 2 bedroom apartment",214121850,Giorgio,Manhattan,Upper East Side,40.76615,-73.95662,Entire home/apt,300.0,5,8,2019-06-02,0.94,1,82
16019792,Cozy brand new studio with private entrance,104188124,Sonia,Brooklyn,East Flatbush,40.63291,-73.94302,Entire home/apt,70.0,2,62,2019-07-02,1.94,1,40
30126274,Cute 1/1 Available for the Holidays in NYC!,216903925,Victoria,Manhattan,Washington Heights,40.8375,-73.94182,Entire home/apt,99.0,1,2,2019-01-07,0.31,1,0
29827109,Modern 1BR in Williamsburg by NÔM Stays,732460,Nôm,Brooklyn,Williamsburg,40.71081,-73.96695,Entire home/apt,120.0,29,5,2019-06-03,0.75,7,0
21769473,Designer's Own Soho Loft,4654206,Ethan,Manhattan,SoHo,40.72131,-73.99816,Entire home/apt,495.0,5,2,2019-02-07,0.17,1,2
21817889,LA COURONNE - Sophisticated Spacious 3 BDRM 2 BTHS,158764663,Daphne & Jonathan,Brooklyn,Crown Heights,40.66505,-73.93875,Entire home/apt,275.0,2,78,2019-06-11,4.06,1,325
27581411,Authentic NYC Getaway - Large 2BR w Priv Rooftop,16931119,Barron,Brooklyn,Williamsburg,40.71722,-73.95361,Entire home/apt,200.0,2,1,2019-01-02,0.16,1,27
26084019,"Window-filled & Spacious, Quiet Downtown Getaway",12672756,Jake,Manhattan,Chinatown,40.7165,-73.99107,Private room,90.0,2,42,2019-07-02,3.26,1,99
14367644,"Williamsburg Loft, Brooklyn, New York",70739054,Ariel,Brooklyn,,40.71144,-73.96795,Entire home/apt,170.0,3,87,2019-06-25,2.48,1,32
33912045,chill zone,176119156,Monica,Brooklyn,Williamsburg,40.70628,-73.9379,Entire home/apt,190.0,1,13,2019-06-23,5.91,1,171
9256750,Sunny bedroom with backyard (L Jefferson),16865342,Elene,Brooklyn,Bushwick,40.70484,-73.91942,Private room,50.0,3,71,2019-05-27,1.85,2,2
23040115,Eclectic Enclave - 3 blks to G - private space,22246427,Sharon,Brooklyn,,40.68799,-73.95202,Entire home/apt,110.0,2,58,2019-06-23,3.39,1,62
20067361,"Private bedroom available in Bed Stuy, Brooklyn",31883068,Will,Brooklyn,Bedford-Stuyvesant,40.69545,-73.94829,Private room,50.0,7,8,2019-04-16,0.34,1,188
26692070,SUPER COZY LUXURY APT WALL ST. WITH GYM/ROOFTOP,200683024,Ezgin,Manhattan,Financial District,40.70496,-74.00639,Entire home/apt,128.0,5,36,2019-06-13,3.06,1,136
24186326,"5 Star Quiet, Spacious Condo. Freedom Tower view",10915812,Wyatt,Manhattan,Battery Park City,40.71085,-74.0158,Entire home/apt,158.0,2,20,2019-06-23,1.34,1,2
14817571,Private room in astoria for a month!,90043913,Yudum,Queens,Astoria,40.77013,-73.92092,Private room,60.0,2,2,2019-06-10,1.22,2,34
30570943,SUMMER 50% OFF SALE - 4 Min Walk to Times Square,227340438,Andrew,Manhattan,Hell's Kitchen,40.75833,-73.9919,Entire home/apt,240.0,2,14,2019-06-11,1.98,1,156
16690627,"Beautiful urban sanctuary in Park Slope, Brooklyn",6057126,Jac,Brooklyn,Park Slope,40.68057,-73.97722,Entire home/apt,175.0,30,3,2019-05-18,0.87,1,321
25544243,Quiet & cozy one bedroom in Washington Heights,192712383,Kevin,Manhattan,Washington Heights,40.85573,-73.93181,Entire home/apt,115.0,2,16,2019-06-23,1.26,1,81
21383712,NYC Forest,50760404,Jenifer,Brooklyn,Crown Heights,40.67318,-73.92321,Private room,80.0,1,98,2019-06-30,4.75,2,0
7036290,NYC Chauncey 2 .20 min to manhattan,36889012,Michael,Brooklyn,Bedford-Stuyvesant,40.68237,-73.91977,Private room,50.0,1,123,2019-03-17,2.95,4,349
27926502,Cozy Greenpoint Railroad Apartment,5649853,Flannery,Brooklyn,Greenpoint,40.73473,-73.95776,Entire home/apt,177.0,2,23,2019-07-01,2.28,1,214
33172249,"#3 Cozy Studio , 2 blocks from Central Park",231138233,Filiz,Manhattan,East Harlem,40.78878,-73.94838,Entire home/apt,165.0,1,23,2019-07-07,6.83,5,102
22309943,Private room in Brooklyn 3 blocks from subway.,163087464,David,Brooklyn,Bedford-Stuyvesant,40.69131,-73.95666,Private room,59.0,4,53,2019-07-02,2.88,1,39
6364807,Your home away from home,33166971,Miriam,Brooklyn,Bushwick,40.6861,-73.91241,Private room,60.0,2,70,2019-07-01,1.39,2,70
7498271,"3Bdr Artist Apt. (L,M,J,Z trains)",35819315,Hui & Jon,Brooklyn,Bushwick,40.69593,-73.92057,Entire home/apt,172.0,3,135,2019-06-28,2.99,2,247
18188958,Beautiful 2-bedroom in Williamsburg,611109,Alexandra,Brooklyn,Williamsburg,40.70743,-73.96625,Entire home/apt,224.0,1,26,2019-07-06,1.01,2,192
20912583,Classic Harlem Garden Apartment,3557641,Jed,Manhattan,East Harlem,40.80998,-73.93899,Entire home/apt,,5,31,2019-05-11,1.47,1,24
1970697,Lovely & Large Private Queen Bedroom,3388950,Amaya,Brooklyn,Bedford-Stuyvesant,40.69484,-73.9342,Private room,72.0,5,62,2019-07-01,1.05,6,140
28230432,Comfy sofa close to Manhattan!,85186349,Agustina,Queens,Astoria,40.76826,-73.92772,Shared room,40.0,1,18,2019-06-29,1.76,1,165
31135051,Pvt Single Room Occupancy Near JFK 6 mi/LGA 10 mi,230025652,Kafayat,Queens,St. Albans,40.70541,-73.75037,Private room,30.0,2,7,2019-04-30,1.1,4,6
20479960,Garden mini apt minutes from Manhattan (studio),85330,Jean,Queens,Forest Hills,40.71089,-73.85384,Entire home/apt,60.0,4,97,2019-07-06,4.42,3,273
2620068,Cute Apartment with Great Bathroom!,13347167,AFI Apartments,Manhattan,Upper East Side,40.77107,-73.95682,Entire home/apt,117.0,30,6,2019-03-31,0.11,29,255
35416914,Scandanavian Loft in Gramercy Park,102854098,Michael,Manhattan,Kips Bay,40.74052,-73.98188,Entire home/apt,450.0,3,1,2019-07-01,1.0,1,263
31823258,Serenity in the Gardens,3443943,Nicole And Joe,Brooklyn,Carroll Gardens,40.6766,-73.99855,Private room,225.0,3,1,2019-05-09,0.48,1,178
10293298,Private Room/Private Bath in Gorgeous Brooklyn 2BR,52954055,Victoria Maria,Brooklyn,Bedford-Stuyvesant,40.68574,-73.93022,Private room,51.0,5,13,2019-06-26,0.33,1,89
24833117,2 BEDROOM APT-walk to CENTRAL PARK and restaurants,7834073,Moby,Manhattan,East Harlem,40.7879,-73.94796,Entire home/apt,250.0,2,27,2019-06-20,1.94,1,31
32795950,Spacious Room in Beautiful Private House,246717334,Denise,Staten Island,Mariners Harbor,40.6396,-74.1661,Private room,63.0,1,10,2019-06-29,2.65,1,179
8409459,Greenpoint Brooklyn Modern Charm II,43108922,Robbin,Brooklyn,Greenpoint,40.72321,-73.9433,Entire home/apt,150.0,3,107,2019-06-18,2.38,2,277
29256358,Studio apartment in Sunset park,141853769,Boris,Brooklyn,Borough Park,40.64459,-73.99951,Entire home/apt,,2,10,2019-07-03,4.41,1,24
30903481,"Private room in Safe & Quite Greenpoint, Brooklyn",33839663,Mike,Brooklyn,Greenpoint,40.72574,-73.93785,Private room,60.0,5,5,2019-05-21,1.16,2,133
31066679,Happy place to be,230527676,Dj,Brooklyn,,40.69233,-73.92636,Private room,100.0,7,1,2019-01-01,0.16,2,365
19847065,"Gorgeous UWS apt, close to culture and nature!",3263559,Rachel,Manhattan,Upper West Side,40.77509,-73.98159,Entire home/apt,187.0,3,7,2019-02-08,0.33,1,5
30498747,Luxurious bedroom in Tribeca - walk to World Trade,36642844,Jason,Manhattan,Tribeca,40.71802,-74.01038,Private room,97.0,1,4,2019-04-26,0.63,1,0
29316421,Home away from home,216738370,Mary,Manhattan,Upper East Side,40.76481,-73.96001,Private room,175.0,1,9,2019-05-15,1.09,1,365
3133055,Relax in an oasis of quiet in a beautiful house!,15908653,Gil,Brooklyn,Flatbush,40.63463,-73.95899,Private room,160.0,2,156,2019-07-01,2.54,2,307
33801421,The best building in Bed-Stuy,46430057,Pharohl,Brooklyn,Bedford-Stuyvesant,40.69266,-73.94431,Entire home/apt,60.0,1,7,2019-07-01,7.0,1,17
32890197,Brooklyn Room with 2 Chill Guys,175413,Angelo,Brooklyn,Bushwick,40.69835,-73.93258,Private room,33.0,2,3,2019-03-31,0.75,1,188
23072371,Large bed room share bathroom,65171233,Cha,Queens,Elmhurst,40.74252,-73.8899,Private room,31.0,3,21,2019-07-01,1.27,2,111
15529937,Private room in busy location Br,98726662,Lei,Brooklyn,Sheepshead Bay,40.60983,-73.95887,Private room,39.0,2,26,2019-01-02,0.98,3,101
21829714,GORGEOUS Apartment in Astoria - close to Manhattan,41813694,Caro,Queens,Ditmars Steinway,40.77853,-73.90934,Entire home/apt,95.0,3,8,2019-06-03,0.67,1,3
14444988,"Charming, fun, private East Village apartment",16419280,John,Manhattan,East Village,40.72541,-73.97638,Entire home/apt,215.0,1,76,2019-06-23,2.16,1,245
24996332,Master Bedroom with Full Bath & Manhattan View,129743937,Win,Queens,East Elmhurst,40.75809,-73.8693,Private room,54.0,1,135,2019-07-02,9.74,2,48
20497487,Cozy Entire Apartment near Time Square.,74937144,Pong,Manhattan,Hell's Kitchen,40.76163,-73.99008,Entire home/apt,226.0,2,73,2019-06-01,3.35,1,56
10909987,Private Bedroom at Central Park N.,5429885,Ergie,Manhattan,Harlem,40.79929,-73.95199,Private room,100.0,3,147,2019-07-02,3.55,1,66
19038815,"1 Block from Subway, Central Location, Great Price",131976173,Mira,Brooklyn,Bedford-Stuyvesant,40.69144,-73.956,Private room,85.0,1,177,2019-06-24,7.05,3,49
16373546,Huge full floor loft on Broadway and Bleecker,10683360,David,Manhattan,Greenwich Village,40.72747,-73.9969,Entire home/apt,240.0,3,15,2019-07-02,0.56,1,45
29588528,(C) Brand New apto just few steps from the train,222659001,Rosana,Brooklyn,Bedford-Stuyvesant,40.67717,-73.91161,Private room,55.0,2,28,2019-07-01,3.43,4,167
21718529,Sunny room in Bushwick loft with skyline views,2793254,Johnny,Brooklyn,Bushwick,40.70466,-73.92043,Private room,100.0,3,26,2019-06-29,1.7,3,170
28386154,Charming Bedroom in Brooklyn Navy Yard,30185638,Nima,Brooklyn,Fort Greene,40.69633,-73.97215,Private room,85.0,5,29,2019-06-18,2.91,1,240
33035865,NEW TOP FLOOR APT. IN BUSHWICK PRIME LOCATION,130279,Alvise,Brooklyn,Bushwick,40.69943,-73.92858,Private room,75.0,1,3,2019-06-22,2.43,1,0
32937802,"Charming 2 Bedroom, Your Cozy Brooklyn Homebase!",1580711,Dawn,Brooklyn,Clinton Hill,40.69444,-73.9669,Entire home/apt,115.0,2,4,2019-06-24,1.29,1,46
5081207,Charming Townhouse Near RSD Park!  2 Bedroom Apt,25237492,Juliana,Manhattan,Upper West Side,40.78305,-73.98398,Entire home/apt,165.0,30,16,2019-06-15,0.31,34,326
20195496,Serenity and Ease in Brooklyn!,5775499,Samar,Brooklyn,Bedford-Stuyvesant,40.68115,-73.90999,Private room,60.0,5,11,2019-06-01,0.49,1,0
29410055,Private community close to all the NYC & NJ action,199539833,Vince,Staten Island,Rosebank,40.60816,-74.07634,Entire home/apt,90.0,3,19,2019-06-15,2.68,1,247
33135950,Victorian Brooklyn Spacious Living!,130981288,Geoffrey,Brooklyn,Flatbush,40.64938,-73.96682,Entire home/apt,110.0,2,1,2019-03-23,0.28,1,260
30518222,Clean & Lovely Couples Room Near Mall & Manhattan,137358866,Kazuya,Queens,Elmhurst,40.73578,-73.88049,Private room,51.0,30,3,2019-06-01,0.54,103,246
31362232,Your dream 2BR/2BA home in Park Slope!,118971,Evelyn,Brooklyn,South Slope,40.66743,-73.98963,Entire home/apt,300.0,2,16,2019-07-01,3.75,3,92
30067603,"Comfortable, Jazzy, Netflix",45835291,Shareef,Manhattan,Harlem,40.82411,-73.95441,Private room,47.0,8,31,2019-06-30,4.04,6,270
51485,Lower East Side $57~/night,236655,Erina,Manhattan,Lower East Side,40.72319,-73.99201,Private room,83.0,1,285,2019-06-22,2.69,1,7
28669168,Cozy Room in the Center of Manhattan!,214037223,Monze,Manhattan,Kips Bay,40.74256,-73.97912,Private room,135.0,2,35,2019-06-14,3.79,3,267
36032098,2 Bedroom Fits 4 In Downtown NYC,267458545,Robin,Manhattan,Nolita,40.7223,-73.99508,Entire home/apt,225.0,7,1,2019-07-03,1.0,1,76
32716275,Iconic renovated tenement apartment!,205764159,Sarah,Manhattan,Lower East Side,40.72202,-73.98858,Entire home/apt,170.0,2,1,2019-05-27,0.7,1,8
27633987,One bedroom apt in a brownstone - Manhattan,208531763,Féven,Manhattan,Harlem,40.81915,-73.9425,Entire home/apt,112.0,4,9,2019-06-22,1.04,1,89
2451647,"Bright, Modern Room in East Village!",64442,Reka,Manhattan,East Village,40.72598,-73.97778,Private room,84.0,1,184,2019-07-01,2.86,2,59
20277166,Spacious Brooklyn home 2bdrm near Prospect Park.,10217532,David,Brooklyn,Flatbush,40.64844,-73.96726,Entire home/apt,115.0,5,4,2019-04-24,0.18,1,3
31955252,Parlour Room Central Park/ Columbia University,22023754,Joshua,Manhattan,Harlem,40.80725,-73.95471,Private room,75.0,2,1,2019-06-22,1.0,1,22
24115562,NYC TOP CHOICE RMS located close to pub transport,55948559,Barry,Bronx,Pelham Gardens,40.86615,-73.84185,Private room,35.0,1,6,2019-06-18,0.4,4,0
24772896,Quaint SoHo Home Away From Home in The Big Apple!,187301833,Sue,Manhattan,SoHo,40.72095,-73.99961,Entire home/apt,210.0,3,34,2019-06-26,2.48,1,37
5811500,Cozy Nest 15 Minutes from Manhattan,2558779,Marina,Queens,Ridgewood,40.70152,-73.90568,Private room,54.0,3,47,2019-05-20,0.93,2,321
9470677,Fifth Ave/Central Park 1BR IN A TownHouse Garden,49083612,Joe,Manhattan,Upper East Side,40.76656,-73.97038,Entire home/apt,209.0,1,116,2019-06-23,2.63,1,168
17881079,Charming studio with Manhattan view.,17232044,Maria,Brooklyn,,40.72449,-73.94486,Private room,84.0,7,7,2019-01-02,0.26,1,24
29881712,Home Away from Home - Manhattan,210112096,Genevieve,Manhattan,East Harlem,40.7901,-73.94111,Private room,74.0,2,32,2019-06-27,3.98,1,195
32814524,Quiet & Clean Living Room in Astoria,1888085,Paulina,Queens,Astoria,40.76452,-73.92536,Shared room,,1,11,2019-04-30,2.66,1,11
19623614,"Comfortable,3 bedroom, 2bath home away from home",138033394,Michael & Sharon,Queens,Jamaica,40.69934,-73.78325,Entire home/apt,150.0,2,85,2019-06-30,3.52,1,132
28346402,Room at walking distance to the Empire State!,214037223,Monze,Manhattan,Kips Bay,40.74381,-73.97909,Private room,130.0,2,45,2019-06-24,4.87,3,277
12452110,Traveller's Flat – Hell's Kitchen,12327430,Marco,Manhattan,Hell's Kitchen,40.76386,-73.99707,Entire home/apt,148.0,4,104,2019-06-23,2.7,2,145
25266135,Large room near Columbia Uni medical center (7),186155189,Kyunam,Manhattan,Washington Heights,40.84376,-73.94208,Private room,50.0,1,7,2019-06-20,0.62,3,83
26709233,Sunny house,200826881,Cheolwoo,Queens,Elmhurst,40.74579,-73.88904,Entire home/apt,60.0,3,16,2019-07-07,1.42,1,40
17526131,Bklyn Brownstone 2BD APT Private Spotless wAC+HBO,118839909,Evan & Erika,Brooklyn,Bedford-Stuyvesant,40.6875,-73.92542,Entire home/apt,120.0,2,131,2019-07-05,5.23,1,159
35794314,Penthouse Apartment with *Private* Rooftop,23715245,Sara,Manhattan,Lower East Side,40.71976,-73.98397,Entire home/apt,275.0,2,1,2019-06-23,1.0,1,12
21138939,Urban Oasis in Heart of Brooklyn,56113781,Gerard,Brooklyn,Bushwick,40.68765,-73.90821,Private room,75.0,1,11,2019-01-03,0.52,1,0
16493057,Artistic Union sq duplex + private roof top NYC,69398683,Ben,Manhattan,West Village,40.73795,-74.00139,Entire home/apt,175.0,2,7,2019-07-01,0.38,1,0
299078,Charming 1BD in SoHo,787261,L,Manhattan,SoHo,40.72509,-74.00304,Entire home/apt,250.0,5,152,2019-06-23,1.69,1,109
983625,Great Studio in the heart of Harlem,4548229,Brinton,Manhattan,Harlem,40.80421,-73.94302,Entire home/apt,,30,190,2019-06-04,2.63,4,253
30512507,Cozy Sunbathed Studio in Brooklyn,38249006,Irene,Brooklyn,Bedford-Stuyvesant,40.68462,-73.94056,Entire home/apt,70.0,4,14,2019-06-27,2.07,1,17
23062725,"Brick Brownstone Apartment, Perfect for Families",179246,Francis & Daniele,Brooklyn,Bedford-Stuyvesant,40.67958,-73.90858,Entire home/apt,119.0,3,54,2019-07-01,3.58,2,240
769448,"Bedford Loft, Williamsburg Prime",4059034,Ian,Brooklyn,Williamsburg,40.7179,-73.96107,Entire home/apt,312.0,2,302,2019-06-23,4.18,1,246
11872337,"Spacious loft apt, with plenty of light",3803638,Shai,Brooklyn,Bedford-Stuyvesant,40.69178,-73.95917,Entire home/apt,99.0,3,35,2019-07-01,0.9,1,39
35123753,"Bright & Cozy 3BR, Midtown Manhattan,",260383546,Andre,Manhattan,Hell's Kitchen,40.76024,-74.00046,Entire home/apt,450.0,3,6,2019-07-05,6.0,1,226
1142034,Large Flatiron 2 bedroom,1474508,Samuel,Manhattan,Midtown,40.74658,-73.98847,Entire home/apt,115.0,2,70,2019-06-03,0.95,1,120
66251,East Village Loft with Piano & Patio,324460,Samir,Manhattan,East Village,40.72681,-73.98534,Entire home/apt,,3,67,2019-06-25,1.31,1,51
32858895,Live like a true New Yorker!,8454981,Artez,Manhattan,Hell's Kitchen,40.75658,-73.99734,Entire home/apt,150.0,3,7,2019-06-13,1.98,1,0
26132476,Sunny private room 10 minutes from Times Sq. 53E3,190921808,John,Manhattan,Hell's Kitchen,40.75544,-73.99721,Private room,64.0,30,5,2019-05-08,0.55,47,365
4050795,Cozy Contempo Rustic Chic (stay w/a local artist!),21004091,Tony,Brooklyn,Bushwick,40.70102,-73.92864,Private room,90.0,2,52,2019-05-22,2.21,1,288
29016112,Cozy Newly Apartment Close To Manhattan,216641760,Jamie,Queens,Jackson Heights,40.75281,-73.87654,Entire home/apt,128.0,3,33,2019-06-28,4.01,1,325
18198575,"Sunny, Spacious Bedroom 2 mins from the train!",16091224,Jesse,Brooklyn,Prospect-Lefferts Gardens,40.65704,-73.96086,Private room,60.0,5,15,2019-06-29,0.64,2,41
7610785,Modern CottageStyle EarlyBirdDiscount! TimeSquare,39915290,A. Kaylee,Manhattan,Harlem,40.81095,-73.95296,Entire home/apt,299.0,3,90,2019-06-09,1.96,2,304
27529325,Private room and bathroom in Brooklyn,193502084,Linda,Brooklyn,Borough Park,40.63889,-74.00244,Private room,40.0,1,11,2019-03-03,1.09,8,0
32610653,Cozy and Comfortable Vacation Apartment in Queens!,7831200,Temp,Queens,Maspeth,40.73173,-73.899,Entire home/apt,100.0,1,13,2019-06-25,3.28,1,183
30226880,Big room near Central Park,206648175,Bella,Manhattan,,40.78535,-73.94268,Private room,99.0,2,12,2019-06-12,1.64,1,176
26807614,Twin Cabin with a Window One,51913826,The Bowery House,Manhattan,Nolita,40.72311,-73.99345,Private room,94.0,1,1,2019-03-24,0.28,8,0
13291508,Cozy comfortable private room in Brooklyn NY,67661003,Maki,Brooklyn,Windsor Terrace,40.65549,-73.98111,Private room,55.0,2,26,2019-06-23,1.36,1,75
17383253,★ NEW 2 BEDROOM APT NEXT TO CENTRAL PARK WEST★,9293730,Inna,Manhattan,Upper West Side,40.79584,-73.96242,Entire home/apt,135.0,30,5,2019-05-11,0.21,16,200
16172073,Sunny renovated 1 BR in Brooklyn by Prospect Park,105572605,Peter,Brooklyn,Flatbush,40.64745,-73.96207,Entire home/apt,72.0,1,15,2019-06-23,3.13,1,1
20228284,"Harlem 1 BR apartment w/ washer&dryer, near subway",132342343,Yve,Manhattan,Harlem,40.81246,-73.94906,Entire home/apt,147.0,2,64,2019-06-20,2.85,1,72
29412402,Exposed Brick New York Styled apt in Bushwick,1949282,Kyla,Brooklyn,Bushwick,40.69387,-73.9102,Private room,45.0,2,3,2019-01-28,0.34,5,318
2773754,Lovely 1-bedroom on Prospect Park,3883648,Jenn,Brooklyn,Windsor Terrace,40.66044,-73.97977,Entire home/apt,97.0,30,5,2019-06-15,0.12,1,282
35599954,AMAZING LOCATION IN WILLIASMBURG,206722794,Martin,Brooklyn,Williamsburg,40.70823,-73.95702,Entire home/apt,168.0,2,4,2019-07-06,4.0,1,154
294280,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73857,-73.95435,Entire home/apt,199.0,3,23,2019-04-23,0.26,28,81
13129533,Room in loft-like ground Floor apt,3710740,Daniel,Manhattan,Harlem,40.81777,-73.9535,Private room,,1,63,2019-06-07,1.74,2,0
29631729,Modern Williambsurg Studio in Prime Location,9358058,Alex,Brooklyn,Williamsburg,40.71131,-73.95669,Entire home/apt,200.0,3,3,2019-06-30,0.38,1,35
22494825,Just Minutes From Manhattan,25581222,Ella,Bronx,Mott Haven,40.80986,-73.9214,Entire home/apt,140.0,2,57,2019-06-16,3.58,1,73
33855990,Master Bedroom in Bushwick Minutes from Subways,64680664,Ariel,Brooklyn,Bushwick,40.6897,-73.91146,Private room,70.0,2,8,2019-06-04,3.08,3,61
8222951,Artsy Studio near The Brooklyn Museum,19379151,David,Brooklyn,Crown Heights,40.6766,-73.95987,Entire home/apt,75.0,3,21,2019-04-08,1.06,1,0
15860051,Cozy private room with King sizebed,99937669,Kary,Manhattan,East Village,40.72524,-73.97777,Private room,,1,209,2019-07-06,6.45,1,203
2722983,GREAT FOR FAMILIES AND GROUPS!!!,8489537,Tony,Brooklyn,Williamsburg,40.70404,-73.93496,Entire home/apt,200.0,2,129,2019-07-04,2.03,1,64
13186395,Relaxing bushwick  brownstone,73737053,Elicia,Brooklyn,Bushwick,40.69239,-73.91443,Private room,75.0,1,117,2019-06-16,3.24,3,363
35059681,Private small room with a queen bed near LGA (#03),264092618,Ajmol,Queens,East Elmhurst,40.76481,-73.87242,Private room,60.0,1,15,2019-07-07,10.23,5,89
15144127,Sunny and Spacious Room in Sunset Park Apartment,23495738,Jesse,Brooklyn,Sunset Park,40.64487,-74.00893,Private room,50.0,1,49,2019-06-30,1.44,1,90
16158270,"Studio w/EIK & Backyard, 23 Minutes to Manhattan",105310740,Margareth,Brooklyn,Bedford-Stuyvesant,40.68301,-73.95305,Entire home/apt,76.0,30,7,2019-06-29,0.27,3,310
12360207,One station from Manhattan Bedford,3922831,Serra,Brooklyn,Williamsburg,40.71592,-73.96265,Entire home/apt,170.0,5,35,2019-06-26,0.9,1,290
16204030,Penthouse + private patio in Williamsburg,34307713,Sam,Brooklyn,Williamsburg,40.71422,-73.95732,Entire home/apt,175.0,2,71,2019-06-20,2.35,1,68
32617897,Big private room with backyard in hip Bushwick,215891351,Pablo,Brooklyn,Bushwick,40.69935,-73.92407,Private room,43.0,2,17,2019-06-24,4.05,2,68
9821408,Cozy East Village apartment w Steinway piano,1010435,Carol,Manhattan,East Village,40.72792,-73.98718,Entire home/apt,125.0,7,4,2019-04-22,0.17,1,1
26430364,Leli’s Modern Pad - Double Room,59982224,Leli,Brooklyn,East New York,40.67519,-73.87372,Private room,50.0,2,6,2019-06-12,0.68,4,1
26456925,Nice Room Near Roosevelt Jackson Heights Station,137358866,Kazuya,Queens,Woodside,40.74033,-73.89342,Private room,33.0,30,1,2019-01-25,0.18,103,269
28564408,1Dynamic private room in bushwick,215577249,Charlie And Selena,Brooklyn,Bushwick,40.69256,-73.90457,Private room,65.0,2,26,2019-06-07,2.8,8,362
30387377,"Welcoming Chelsea 1BR w/ Roof deck, Gym + Doorman by Blueground",107434423,Blueground,Manhattan,Chelsea,40.74143,-73.99469,Entire home/apt,343.0,30,1,2019-01-17,0.17,232,323
