No.Invoice,Tanggal Invoice,No.Urut,Nama Pelanggan,Kode Produk,Quantity, Gross sales , Discount , Net sales ,Jenis Kirim,Ongkir/Unit,Total Sales,ID Salesman
ORD-BS-00841075491-2,4/1/2020,29,Denver Bike Shop,BR-EC-007,1," 3,200 ", - ," 3,200 ",1,70," 3,270 ",599012
ORD-BS-00841075491-2,4/1/2020,30,Denver Bike Shop,BR-TC-040,1," 3,200 ", - ," 3,200 ",2,45," 3,290 ",599012
ORD-BS-00841079498-2,4/2/2020,1,Denver Bike Shop,BM-CC-055,1," 12,790 ", - ," 12,790 ",1,70," 12,860 ",599012
ORD-BS-00841079498-2,4/2/2020,1,Denver Bike Shop,BM-CC-055,1," 12,790 ", - ," 12,790 ",1,70," 12,860 ",599012
ORD-BS-00841079498-2,4/2/2020,1,Denver Bike Shop,BM-CC-055,1," 12,790 ", - ," 12,790 ",1,70," 12,860 ",599012
ORD-BS-00841079499-2,4/4/2020,1,Denver Bike Shop,BM-TA-078,1," 1,620 ", - ," 1,620 ",1,70," 1,690 ",956821
ORD-BS-00841079499-2,4/4/2020,2,Denver Bike Shop,BM-FA-075,1," 2,130 ", - ," 2,130 ",1,70," 2,200 ",956821
ORD-BS-00841079499-2,4/4/2020,3,Denver Bike Shop,BM-TA-088,1," 1,950 ", - ," 1,950 ",1,70," 2,020 ",956821
ORD-BS-00841079499-2,4/4/2020,4,Denver Bike Shop,BR-EA-021,1, 815 , - , 815 ,1,70, 885 ,956821
ORD-BS-00841079499-2,4/4/2020,5,Denver Bike Shop,BR-EC-010,1," 1,840 ", - ," 1,840 ",2,45," 1,930 ",956821
ORD-BS-00841079499-2,4/4/2020,6,Denver Bike Shop,BM-SA-090,1," 1,350 ", - ," 1,350 ",2,45," 1,440 ",956821
ORD-BS-00841079499-2,4/4/2020,7,Denver Bike Shop,BM-CA-061,1," 3,200 ", - ," 3,200 ",2,45," 3,290 ",956821
ORD-BS-00841079499-2,4/4/2020,8,Denver Bike Shop,BR-EC-026,1," 4,800 ", - ," 4,800 ",1,70," 4,870 ",956821
ORD-BS-00841079499-2,4/4/2020,9,Denver Bike Shop,BM-SA-095,1, 585 , - , 585 ,2,45, 675 ,956821
ORD-BS-00841079499-2,4/4/2020,10,Denver Bike Shop,BM-OC-050,1," 3,200 ", - ," 3,200 ",2,45," 3,290 ",956821
ORD-BS-00841079499-2,4/4/2020,11,Denver Bike Shop,BR-EA-017,1," 1,680 ", - ," 1,680 ",1,70," 1,750 ",956821
ORD-BS-00841079499-2,4/4/2020,12,Denver Bike Shop,BM-CC-062,2," 12,780 ", - ," 25,560 ",2,45," 25,650 ",956821
ORD-BS-00841079499-2,4/4/2020,13,Denver Bike Shop,BM-SA-092,1, 980 , - , 980 ,1,70," 1,050 ",956821
ORD-BS-00841079499-2,4/4/2020,14,Denver Bike Shop,BM-TA-087,1," 2,340 ", - ," 2,340 ",1,70," 2,410 ",956821
ORD-BS-00841079499-2,4/4/2020,15,Denver Bike Shop,BM-TA-077,2," 4,260 ", - ," 8,520 ",1,70," 8,590 ",956821
ORD-BS-00841079499-2,4/4/2020,16,Denver Bike Shop,BM-CC-059,2," 10,660 ", - ," 21,320 ",2,45," 21,410 ",956821
ORD-BS-00841079499-2,4/4/2020,17,Denver Bike Shop,BM-SA-094,1, 705 , - , 705 ,1,70, 775 ,956821
ORD-BS-00841079499-2,4/4/2020,18,Denver Bike Shop,BM-CC-064,1," 4,260 ", - ," 4,260 ",1,70," 4,330 ",956821
ORD-BS-00841079499-2,4/4/2020,19,Denver Bike Shop,BM-CC-060,1," 4,260 ", - ," 4,260 ",1,70," 4,330 ",956821
ORD-BS-00841079499-2,4/4/2020,20,Denver Bike Shop,BM-CC-067,1," 9,060 ", - ," 9,060 ",2,45," 9,150 ",956821
ORD-BS-00841079499-2,4/4/2020,21,Denver Bike Shop,BM-TA-086,1," 2,880 ", - ," 2,880 ",2,45," 2,970 ",956821
ORD-BS-00841079499-2,4/4/2020,22,Denver Bike Shop,BM-CA-072,3," 6,180 ", - ," 18,540 ",1,70," 18,610 ",956821
ORD-BS-00841079499-2,4/4/2020,23,Denver Bike Shop,BM-SA-096,1, 480 , - , 480 ,2,45, 570 ,956821
ORD-BS-00841079499-2,4/4/2020,24,Denver Bike Shop,BM-CC-055,1," 12,790 ", - ," 12,790 ",2,45," 12,880 ",956821
ORD-BS-00841079499-2,4/4/2020,25,Denver Bike Shop,BR-TC-040,1," 3,200 ", - ," 3,200 ",2,45," 3,290 ",956821
ORD-BS-00841079499-2,4/4/2020,26,Denver Bike Shop,BR-EA-035,1," 1,250 ", - ," 1,250 ",1,70," 1,320 ",956821
ORD-BS-00841079499-2,4/4/2020,27,Denver Bike Shop,BM-CC-066,1," 11,190 ", - ," 11,190 ",1,70," 11,260 ",956821
ORD-BS-00841079499-2,4/4/2020,28,Denver Bike Shop,BM-CA-065,1," 3,200 ", - ," 3,200 ",1,70," 3,270 ",956821
ORD-BS-00841079499-2,4/4/2020,29,Denver Bike Shop,BM-FA-074,1," 3,730 ", - ," 3,730 ",2,45," 3,820 ",956821
ORD-BS-00841079499-2,4/4/2020,30,Denver Bike Shop,BM-TC-082,1," 7,460 ", - ," 7,460 ",1,70," 7,530 ",956821
ORD-BS-00841093514-3,4/6/2020,1,Denver Bike Shop,BR-EC-001,1," 12,790 ", 128 ," 12,662 ",1,70," 12,732 ",359608
ORD-BS-00841093514-3,4/6/2020,2,Denver Bike Shop,BM-CC-067,1," 9,060 ", 91 ," 8,969 ",1,70," 9,039 ",359608
ORD-BS-00841093514-3,4/6/2020,3,Denver Bike Shop,BM-TA-078,1," 1,620 ", - ," 1,620 ",1,70," 1,690 ",359608
ORD-BS-00841093514-3,4/6/2020,4,Denver Bike Shop,BM-TA-086,1," 2,880 ", - ," 2,880 ",2,45," 2,970 ",359608
ORD-BS-00841103527-3,4/7/2020,1,Denver Bike Shop,BM-TA-080,2," 5,320 ", - ," 10,640 ",2,45," 10,730 ",956821
ORD-BS-00841103527-3,4/7/2020,2,Denver Bike Shop,BM-CC-055,2," 25,580 ", 128 ," 51,032 ",1,70," 51,102 ",956821
ORD-BS-00841103527-3,4/7/2020,3,Denver Bike Shop,BM-SA-097,6," 2,490 ", - ," 14,940 ",1,70," 15,010 ",956821
ORD-BS-00841103527-3,4/7/2020,4,Denver Bike Shop,BM-TA-078,1," 1,620 ", - ," 1,620 ",1,70," 1,690 ",956821
ORD-BS-00841103527-3,4/7/2020,5,Denver Bike Shop,BM-TC-083,1," 5,330 ", 53 ," 5,277 ",1,70," 5,347 ",956821
ORD-BS-00841103527-3,4/7/2020,6,Denver Bike Shop,BR-EA-017,4," 6,720 ", - ," 26,880 ",1,70," 26,950 ",956821
ORD-BS-00841103527-3,4/7/2020,7,Denver Bike Shop,BM-SA-095,4," 2,340 ", - ," 9,360 ",2,45," 9,450 ",956821
ORD-BS-00841117545-3,4/8/2020,1,Denver Bike Shop,BM-CC-067,1," 9,060 ", 91 ," 8,969 ",2,45," 9,059 ",956821
ORD-BS-00841117545-3,4/8/2020,2,Denver Bike Shop,BR-EA-036,1," 1,030 ", - ," 1,030 ",2,45," 1,120 ",956821
ORD-BS-00841117545-3,4/8/2020,3,Denver Bike Shop,BM-CC-066,2," 22,380 ", 112 ," 44,648 ",1,70," 44,718 ",956821
ORD-BS-00841117545-3,4/8/2020,4,Denver Bike Shop,BM-CC-070,1," 2,880 ", 29 ," 2,851 ",1,70," 2,921 ",956821
ORD-BS-00841117545-3,4/8/2020,5,Denver Bike Shop,BM-SA-096,1, 480 , - , 480 ,2,45, 570 ,956821
ORD-BS-00841117545-3,4/8/2020,6,Denver Bike Shop,BR-EC-031,1," 2,240 ", 22 ," 2,218 ",2,45," 2,308 ",956821
ORD-BS-00841117545-3,4/8/2020,7,Denver Bike Shop,BM-TA-088,1," 1,950 ", - ," 1,950 ",1,70," 2,020 ",956821
ORD-BS-00841117545-3,4/8/2020,8,Denver Bike Shop,BM-CC-057,1," 7,460 ", 75 ," 7,385 ",2,45," 7,475 ",956821
ORD-BS-00841117545-3,4/8/2020,9,Denver Bike Shop,BM-CA-061,1," 3,200 ", - ," 3,200 ",1,70," 3,270 ",956821
ORD-BS-00841117545-3,4/8/2020,10,Denver Bike Shop,BR-EC-007,1," 3,200 ", 32 ," 3,168 ",2,45," 3,258 ",956821
ORD-BS-00841117545-3,4/8/2020,11,Denver Bike Shop,BM-OC-054,1," 3,200 ", 32 ," 3,168 ",1,70," 3,238 ",956821
ORD-BS-00841117545-3,4/8/2020,12,Denver Bike Shop,BR-TC-040,1," 3,200 ", 32 ," 3,168 ",1,70," 3,238 ",956821
ORD-BS-00841117545-3,4/8/2020,13,Denver Bike Shop,BR-EA-014,1," 2,660 ", - ," 2,660 ",1,70," 2,730 ",956821
ORD-BS-00841117545-3,4/8/2020,14,Denver Bike Shop,BM-CC-062,1," 6,390 ", 64 ," 6,326 ",1,70," 6,396 ",956821
ORD-BS-00841117545-3,4/8/2020,15,Denver Bike Shop,BM-OC-049,1," 3,840 ", 38 ," 3,802 ",2,45," 3,892 ",956821
ORD-BS-00841117545-3,4/8/2020,16,Denver Bike Shop,BR-EC-030,1," 2,660 ", 27 ," 2,633 ",2,45," 2,723 ",956821
ORD-BS-00841117545-3,4/8/2020,17,Denver Bike Shop,BM-CC-059,1," 5,330 ", 53 ," 5,277 ",1,70," 5,347 ",956821
ORD-BS-00841123550-3,4/10/2020,1,Denver Bike Shop,BR-EC-029,1," 2,660 ", - ," 2,660 ",2,45," 2,750 ",185077
ORD-BS-00841123550-3,4/10/2020,2,Denver Bike Shop,BM-TC-082,1," 7,460 ", - ," 7,460 ",1,70," 7,530 ",185077
ORD-BS-00841123550-3,4/10/2020,3,Denver Bike Shop,BR-EC-027,2," 7,460 ", - ," 14,920 ",2,45," 15,010 ",185077
ORD-BS-00841123550-3,4/10/2020,4,Denver Bike Shop,BR-EC-028,1," 3,200 ", - ," 3,200 ",1,70," 3,270 ",185077
ORD-BS-00841123550-3,4/10/2020,5,Denver Bike Shop,BR-EA-017,1," 1,680 ", - ," 1,680 ",1,70," 1,750 ",185077
ORD-BS-00841123550-3,4/10/2020,6,Denver Bike Shop,BM-OC-054,1," 3,200 ", - ," 3,200 ",2,45," 3,290 ",185077
ORD-BS-00841123550-3,4/10/2020,7,Denver Bike Shop,BR-TC-041,1," 2,700 ", - ," 2,700 ",1,70," 2,770 ",185077
ORD-BS-00841123550-3,4/10/2020,8,Denver Bike Shop,BM-CC-064,3," 12,780 ", - ," 38,340 ",1,70," 38,410 ",185077
ORD-BS-00841123550-3,4/10/2020,9,Denver Bike Shop,BM-CA-065,1," 3,200 ", - ," 3,200 ",1,70," 3,270 ",185077
ORD-BS-00841123550-3,4/10/2020,10,Denver Bike Shop,BM-SA-090,1," 1,350 ", - ," 1,350 ",1,70," 1,420 ",185077
ORD-BS-00841123550-3,4/10/2020,11,Denver Bike Shop,BR-CC-046,1," 1,750 ", - ," 1,750 ",2,45," 1,840 ",185077
ORD-BS-00841123550-3,4/10/2020,12,Denver Bike Shop,BM-TA-080,1," 2,660 ", - ," 2,660 ",2,45," 2,750 ",185077
ORD-BS-00841123550-3,4/10/2020,13,Denver Bike Shop,BM-SA-094,1, 705 , - , 705 ,1,70, 775 ,185077
ORD-BS-00841123550-3,4/10/2020,14,Denver Bike Shop,BR-EC-010,1," 1,840 ", - ," 1,840 ",2,45," 1,930 ",185077
ORD-BS-00841138566-3,4/10/2020,1,Denver Bike Shop,BM-TA-080,1," 2,660 ", - ," 2,660 ",1,70," 2,730 ",848311
ORD-BS-00841138566-3,4/10/2020,2,Denver Bike Shop,BM-SA-097,1, 415 , - , 415 ,2,45, 505 ,848311
ORD-BS-00841138566-3,4/10/2020,3,Denver Bike Shop,BR-EA-018,1," 1,410 ", - ," 1,410 ",2,45," 1,500 ",848311
ORD-BS-00841144568-3,4/10/2020,1,Denver Bike Shop,BM-CC-057,1," 7,460 ", - ," 7,460 ",2,45," 7,550 ",848311
ORD-BS-00841144568-3,4/10/2020,2,Denver Bike Shop,BM-SA-089,1," 1,520 ", - ," 1,520 ",1,70," 1,590 ",848311
ORD-BS-00841144568-3,4/10/2020,3,Denver Bike Shop,BR-EA-034,1," 1,570 ", - ," 1,570 ",1,70," 1,640 ",848311
ORD-BS-00841144568-3,4/10/2020,4,Denver Bike Shop,BM-OC-054,1," 3,200 ", - ," 3,200 ",1,70," 3,270 ",848311
ORD-BS-00841179600-3,4/11/2020,1,Denver Bike Shop,BM-TA-088,1," 1,950 ", - ," 1,950 ",2,45," 2,040 ",185077
ORD-BS-00841190606-4,4/13/2020,1,Denver Bike Shop,BM-TC-084,1," 4,480 ", - ," 4,480 ",1,70," 4,550 ",458320
ORD-BS-00841190606-4,4/13/2020,2,Denver Bike Shop,BR-TC-042,1," 1,950 ", - ," 1,950 ",1,70," 2,020 ",458320
ORD-BS-00841190606-4,4/13/2020,3,Denver Bike Shop,BM-TA-080,1," 2,660 ", - ," 2,660 ",1,70," 2,730 ",458320
ORD-BS-00841190606-4,4/13/2020,4,Denver Bike Shop,BR-EA-013,1," 3,200 ", - ," 3,200 ",2,45," 3,290 ",458320
ORD-BS-00841190606-4,4/13/2020,5,Denver Bike Shop,BM-TA-087,1," 2,340 ", - ," 2,340 ",2,45," 2,430 ",458320
ORD-BS-00841190606-4,4/13/2020,6,Denver Bike Shop,BR-EA-011,1," 5,860 ", - ," 5,860 ",1,70," 5,930 ",458320
ORD-BS-00841190606-4,4/13/2020,7,Denver Bike Shop,BM-FA-075,1," 2,130 ", - ," 2,130 ",1,70," 2,200 ",458320
ORD-BS-00841190606-4,4/13/2020,8,Denver Bike Shop,BR-CC-044,1," 2,450 ", - ," 2,450 ",1,70," 2,520 ",458320
ORD-BS-00841190606-4,4/13/2020,9,Denver Bike Shop,BM-CA-072,1," 2,060 ", - ," 2,060 ",2,45," 2,150 ",458320
ORD-BS-00841190606-4,4/13/2020,10,Denver Bike Shop,BM-SA-092,1, 980 , - , 980 ,1,70," 1,050 ",458320
ORD-BS-00841190606-4,4/13/2020,11,Denver Bike Shop,BM-SA-090,1," 1,350 ", - ," 1,350 ",2,45," 1,440 ",458320
ORD-BS-00841190606-4,4/13/2020,12,Denver Bike Shop,BM-OC-054,1," 3,200 ", - ," 3,200 ",2,45," 3,290 ",458320
ORD-BS-00841190606-4,4/13/2020,13,Denver Bike Shop,BM-OC-051,1," 8,200 ", - ," 8,200 ",1,70," 8,270 ",458320
ORD-BS-00841190606-4,4/13/2020,14,Denver Bike Shop,BM-CC-066,1," 11,190 ", - ," 11,190 ",1,70," 11,260 ",458320
ORD-BS-00841190606-4,4/13/2020,15,Denver Bike Shop,BM-CC-062,2," 12,780 ", - ," 25,560 ",2,45," 25,650 ",458320
ORD-BS-00841190606-4,4/13/2020,16,Denver Bike Shop,BM-TA-088,3," 5,850 ", - ," 17,550 ",1,70," 17,620 ",458320
ORD-BS-00841190606-4,4/13/2020,17,Denver Bike Shop,BR-TC-040,1," 3,200 ", - ," 3,200 ",2,45," 3,290 ",458320
ORD-BS-00841190606-4,4/13/2020,18,Denver Bike Shop,BR-EA-020,1," 1,030 ", - ," 1,030 ",2,45," 1,120 ",458320
ORD-BS-00841190606-4,4/13/2020,19,Denver Bike Shop,BR-EA-035,1," 1,250 ", - ," 1,250 ",2,45," 1,340 ",458320
ORD-BS-00841190606-4,4/13/2020,20,Denver Bike Shop,BM-TA-076,2," 5,540 ", - ," 11,080 ",1,70," 11,150 ",458320
ORD-BS-00841190606-4,4/13/2020,21,Denver Bike Shop,BM-SA-094,1, 705 , - , 705 ,1,70, 775 ,458320
ORD-BS-00841190606-4,4/13/2020,22,Denver Bike Shop,BM-TA-079,1," 3,200 ", - ," 3,200 ",1,70," 3,270 ",458320
ORD-BS-00841200616-4,4/14/2020,1,Denver Bike Shop,BR-CC-043,1," 3,500 ", - ," 3,500 ",2,45," 3,590 ",848311
ORD-BS-00841200616-4,4/14/2020,2,Denver Bike Shop,BR-TC-041,1," 2,700 ", - ," 2,700 ",1,70," 2,770 ",848311
ORD-BS-00841200616-4,4/14/2020,3,Denver Bike Shop,BR-EC-030,1," 2,660 ", - ," 2,660 ",2,45," 2,750 ",848311
ORD-BS-00841226632-4,4/14/2020,1,Denver Bike Shop,BR-CC-044,1," 2,450 ", - ," 2,450 ",2,45," 2,540 ",185077
ORD-BS-00841226632-4,4/14/2020,2,Denver Bike Shop,BM-OC-050,1," 3,200 ", - ," 3,200 ",2,45," 3,290 ",185077
ORD-BS-00841226632-4,4/14/2020,3,Denver Bike Shop,BM-SA-094,1, 705 , - , 705 ,1,70, 775 ,185077
ORD-BS-00841226632-4,4/14/2020,4,Denver Bike Shop,BM-CC-068,1," 6,390 ", - ," 6,390 ",2,45," 6,480 ",185077
ORD-BS-00841226632-4,4/14/2020,5,Denver Bike Shop,BM-SA-093,1, 815 , - , 815 ,2,45, 905 ,185077
ORD-BS-00841226632-4,4/14/2020,6,Denver Bike Shop,BR-EC-031,2," 4,480 ", - ," 8,960 ",2,45," 9,050 ",185077
ORD-BS-00841226632-4,4/14/2020,7,Denver Bike Shop,BM-CA-072,1," 2,060 ", - ," 2,060 ",2,45," 2,150 ",185077
ORD-BS-00841226632-4,4/14/2020,8,Denver Bike Shop,BR-EA-035,1," 1,250 ", - ," 1,250 ",2,45," 1,340 ",185077
ORD-BS-00841226634-4,4/16/2020,1,Denver Bike Shop,BM-FA-075,1," 21,300 ", - ," 21,300 ",2,45," 21,390 ",430843
ORD-BS-00841253651-4,4/17/2020,1,Denver Bike Shop,BM-SA-094,2," 1,410 ", - ," 2,820 ",1,70," 2,890 ",205347
ORD-BS-00841253651-4,4/17/2020,2,Denver Bike Shop,BM-SA-096,1, 480 , - , 480 ,2,45, 570 ,205347
ORD-BS-00841253651-4,4/17/2020,3,Denver Bike Shop,BR-EC-029,1," 2,660 ", 27 ," 2,633 ",2,45," 2,723 ",205347
ORD-BS-00841253651-4,4/17/2020,4,Denver Bike Shop,BM-SA-090,1," 1,350 ", - ," 1,350 ",1,70," 1,420 ",205347
ORD-BS-00841253651-4,4/17/2020,5,Denver Bike Shop,BR-TC-041,1," 2,700 ", 27 ," 2,673 ",2,45," 2,763 ",205347
ORD-BS-00841253651-4,4/17/2020,6,Denver Bike Shop,BM-CC-055,1," 12,790 ", 128 ," 12,662 ",1,70," 12,732 ",205347
ORD-BS-00841253651-4,4/17/2020,7,Denver Bike Shop,BR-CC-046,1," 1,750 ", 18 ," 1,733 ",2,45," 1,823 ",205347
ORD-BS-00841253651-4,4/17/2020,8,Denver Bike Shop,BR-EC-030,1," 2,660 ", 27 ," 2,633 ",2,45," 2,723 ",205347
ORD-BS-00841253651-4,4/17/2020,9,Denver Bike Shop,BM-CC-064,1," 4,260 ", 43 ," 4,217 ",1,70," 4,287 ",205347
ORD-BS-00841253651-4,4/17/2020,10,Denver Bike Shop,BM-CA-072,1," 2,060 ", - ," 2,060 ",2,45," 2,150 ",205347
ORD-BS-00841253651-4,4/17/2020,11,Denver Bike Shop,BM-SA-093,1, 815 , - , 815 ,2,45, 905 ,205347
ORD-BS-00841253651-4,4/17/2020,12,Denver Bike Shop,BM-TA-086,1," 2,880 ", - ," 2,880 ",1,70," 2,950 ",205347
ORD-BS-00841253651-4,4/17/2020,13,Denver Bike Shop,BR-EA-034,1," 1,570 ", - ," 1,570 ",2,45," 1,660 ",205347
ORD-BS-00841253651-4,4/17/2020,14,Denver Bike Shop,BM-SA-089,1," 1,520 ", - ," 1,520 ",2,45," 1,610 ",205347
ORD-BS-00841253651-4,4/17/2020,15,Denver Bike Shop,BM-SA-092,1, 980 , - , 980 ,2,45," 1,070 ",205347
ORD-BS-00841253651-4,4/17/2020,16,Denver Bike Shop,BM-SA-091,1," 1,080 ", - ," 1,080 ",1,70," 1,150 ",205347
ORD-BS-00841253651-4,4/17/2020,17,Denver Bike Shop,BM-OC-048,5," 30,350 ", 61 ," 151,689 ",1,70," 151,759 ",205347
ORD-BS-00841253651-4,4/17/2020,18,Denver Bike Shop,BR-EA-018,1," 1,410 ", - ," 1,410 ",2,45," 1,500 ",205347
ORD-BS-00841253651-4,4/17/2020,19,Denver Bike Shop,BR-EC-008,1," 2,660 ", 27 ," 2,633 ",2,45," 2,723 ",205347
ORD-BS-00841253651-4,4/17/2020,20,Denver Bike Shop,BM-CC-058,1," 6,390 ", 64 ," 6,326 ",1,70," 6,396 ",205347
ORD-BS-00841253651-4,4/17/2020,21,Denver Bike Shop,BR-TC-042,1," 1,950 ", 20 ," 1,931 ",2,45," 2,021 ",205347
ORD-BS-00841253651-4,4/17/2020,22,Denver Bike Shop,BR-EA-015,1," 2,240 ", - ," 2,240 ",1,70," 2,310 ",205347
ORD-BS-00841253651-4,4/17/2020,23,Denver Bike Shop,BM-OC-052,1," 5,970 ", 60 ," 5,910 ",1,70," 5,980 ",205347
ORD-BS-00841253651-4,4/17/2020,24,Denver Bike Shop,BM-TA-078,2," 3,240 ", - ," 6,480 ",1,70," 6,550 ",205347
ORD-BS-00841253651-4,4/17/2020,25,Denver Bike Shop,BM-TA-080,1," 2,660 ", - ," 2,660 ",2,45," 2,750 ",205347
ORD-BS-00841253651-4,4/17/2020,26,Denver Bike Shop,BM-CC-070,1," 2,880 ", 29 ," 2,851 ",2,45," 2,941 ",205347
ORD-BS-00841253651-4,4/17/2020,27,Denver Bike Shop,BM-OC-049,1," 3,840 ", 38 ," 3,802 ",2,45," 3,892 ",205347
ORD-BS-00841253651-4,4/17/2020,28,Denver Bike Shop,BM-CC-063,1," 5,330 ", 53 ," 5,277 ",2,45," 5,367 ",205347
ORD-BS-00841253651-4,4/17/2020,29,Denver Bike Shop,BR-TC-040,2," 6,400 ", 32 ," 12,768 ",1,70," 12,838 ",205347
ORD-BS-00841253651-4,4/17/2020,30,Denver Bike Shop,BM-SA-095,1, 585 , - , 585 ,2,45, 675 ,205347
ORD-BS-00841255654-4,4/17/2020,1,Denver Bike Shop,BM-CA-071,1," 2,340 ", - ," 2,340 ",1,70," 2,410 ",359608
ORD-BS-00841255654-4,4/17/2020,2,Denver Bike Shop,BR-EC-029,1," 2,660 ", 27 ," 2,633 ",1,70," 2,703 ",359608
ORD-BS-00841255654-4,4/17/2020,3,Denver Bike Shop,BM-TA-077,1," 2,130 ", - ," 2,130 ",2,45," 2,220 ",359608
ORD-BS-00841255654-4,4/17/2020,4,Denver Bike Shop,BM-TA-078,1," 1,620 ", - ," 1,620 ",2,45," 1,710 ",359608
ORD-BS-00841255654-4,4/17/2020,5,Denver Bike Shop,BR-EC-032,1," 1,840 ", 18 ," 1,822 ",2,45," 1,912 ",359608
ORD-BS-00841255654-4,4/17/2020,6,Denver Bike Shop,BM-SA-096,1, 480 , - , 480 ,2,45, 570 ,359608
ORD-BS-00841255654-4,4/17/2020,7,Denver Bike Shop,BM-CC-059,1," 5,330 ", 53 ," 5,277 ",2,45," 5,367 ",359608
ORD-BS-00841255654-4,4/17/2020,8,Denver Bike Shop,BM-TA-076,4," 11,080 ", - ," 44,320 ",2,45," 44,410 ",359608
ORD-BS-00841255654-4,4/17/2020,9,Denver Bike Shop,BM-OC-049,2," 7,680 ", 38 ," 15,322 ",1,70," 15,392 ",359608
ORD-BS-00841255654-4,4/17/2020,10,Denver Bike Shop,BR-CC-046,1," 1,750 ", 18 ," 1,733 ",1,70," 1,803 ",359608
ORD-BS-00841255654-4,4/17/2020,11,Denver Bike Shop,BR-CC-044,1," 2,450 ", 25 ," 2,426 ",2,45," 2,516 ",359608
ORD-BS-00940968368-1,4/17/2020,1,Minneapolis Bike Shop,BR-EC-004,1," 5,330 ", - ," 5,330 ",1,45," 5,375 ",502509
ORD-BS-00940968368-1,4/17/2020,2,Minneapolis Bike Shop,BR-EA-020,1," 1,030 ", - ," 1,030 ",1,45," 1,075 ",502509
ORD-BS-00940968368-1,4/17/2020,3,Minneapolis Bike Shop,BR-EA-015,1," 2,240 ", - ," 2,240 ",2,20," 2,280 ",502509
ORD-BS-00940976381-1,4/19/2020,1,Minneapolis Bike Shop,BR-TC-042,1," 1,950 ", - ," 1,950 ",1,45," 1,995 ",502509
ORD-BS-00940976381-1,4/19/2020,2,Minneapolis Bike Shop,BM-SA-097,1, 415 , - , 415 ,2,20, 455 ,502509
ORD-BS-00940976381-1,4/19/2020,3,Minneapolis Bike Shop,BR-EC-009,1," 2,240 ", - ," 2,240 ",2,20," 2,280 ",502509
ORD-BS-00941002412-2,4/21/2020,1,Minneapolis Bike Shop,BM-CA-072,3," 6,180 ", - ," 18,540 ",2,20," 18,580 ",359608
ORD-BS-00941002412-2,4/21/2020,2,Minneapolis Bike Shop,BR-EC-003,1," 7,990 ", - ," 7,990 ",1,45," 8,035 ",359608
ORD-BS-00941002412-2,4/21/2020,3,Minneapolis Bike Shop,BM-OC-050,2," 6,400 ", - ," 12,800 ",2,20," 12,840 ",359608
ORD-BS-00941002412-2,4/21/2020,4,Minneapolis Bike Shop,BM-TA-086,1," 2,880 ", - ," 2,880 ",2,20," 2,920 ",359608
ORD-BS-00941002412-2,4/21/2020,5,Minneapolis Bike Shop,BM-SA-096,1, 480 , - , 480 ,1,45, 525 ,359608
ORD-BS-00941002412-2,4/21/2020,6,Minneapolis Bike Shop,BM-CC-063,2," 10,660 ", - ," 21,320 ",2,20," 21,360 ",359608
ORD-BS-00941002412-2,4/21/2020,7,Minneapolis Bike Shop,BR-EA-014,1," 2,660 ", - ," 2,660 ",2,20," 2,700 ",359608
ORD-BS-00941009417-2,4/21/2020,1,Minneapolis Bike Shop,BM-CC-068,1," 6,390 ", - ," 6,390 ",1,45," 6,435 ",185077
ORD-BS-00941024444-2,4/22/2020,1,Minneapolis Bike Shop,BM-CA-061,1," 3,200 ", - ," 3,200 ",1,45," 3,245 ",185077
ORD-BS-00941024444-2,4/22/2020,2,Minneapolis Bike Shop,BM-SA-096,1, 480 , - , 480 ,1,45, 525 ,185077
ORD-BS-00941024444-2,4/22/2020,3,Minneapolis Bike Shop,BR-EC-030,4," 10,640 ", - ," 42,560 ",2,20," 42,600 ",185077
ORD-BS-00941024444-2,4/22/2020,4,Minneapolis Bike Shop,BR-EC-031,1," 2,240 ", - ," 2,240 ",2,20," 2,280 ",185077
ORD-BS-00941024444-2,4/22/2020,5,Minneapolis Bike Shop,BM-TA-078,1," 1,620 ", - ," 1,620 ",2,20," 1,660 ",185077
ORD-BS-00941024444-2,4/22/2020,6,Minneapolis Bike Shop,BR-CC-045,6," 11,760 ", - ," 70,560 ",2,20," 70,600 ",185077
ORD-BS-00941024444-2,4/22/2020,7,Minneapolis Bike Shop,BR-CC-044,1," 2,450 ", - ," 2,450 ",1,45," 2,495 ",185077
ORD-BS-00941054474-2,4/24/2020,1,Minneapolis Bike Shop,BM-CA-072,2," 4,120 ", - ," 8,240 ",2,20," 8,280 ",185077
ORD-BS-00941054474-2,4/24/2020,2,Minneapolis Bike Shop,BR-EA-013,1," 3,200 ", - ," 3,200 ",1,45," 3,245 ",185077
ORD-BS-00941108533-3,4/25/2020,1,Minneapolis Bike Shop,BM-TC-081,1," 12,250 ", 123 ," 12,128 ",2,20," 12,168 ",956821
ORD-BS-00941108533-3,4/25/2020,2,Minneapolis Bike Shop,BR-EA-034,1," 1,570 ", - ," 1,570 ",1,45," 1,615 ",956821
ORD-BS-00941108533-3,4/25/2020,3,Minneapolis Bike Shop,BR-EA-015,1," 2,240 ", - ," 2,240 ",2,20," 2,280 ",956821
ORD-BS-00941108533-3,4/25/2020,4,Minneapolis Bike Shop,BM-CC-058,1," 6,390 ", 64 ," 6,326 ",1,45," 6,371 ",956821
